,County,State,County FIPS Code,Opioid Dispensing Rate per 100,Year
24904,Bristol,VA,51520,200.8,2013
24905,Buena Vista,VA,51530,82.9,2013
24906,Charlottesville,VA,51540,79.6,2013
24907,Chesapeake,VA,51550,77.9,2013
24908,Colonial Heights,VA,51570,293.4,2013
24909,Covington,VA,51580,295.8,2013
24910,Danville,VA,51590,204,2013
24911,Emporia,VA,51595,339.6,2013
24912,Fairfax City,VA,51600,93.6,2013
24913,Falls Church,VA,51610,90.8,2013
24914,Franklin City,VA,51620,295.6,2013
24915,Fredericksburg,VA,51630,183.8,2013
24916,Galax,VA,51640,457.1,2013
24917,Hampton,VA,51650,97.3,2013
24918,Harrisonburg,VA,51660,144,2013
24919,Hopewell,VA,51670,145.7,2013
24920,Lexington,VA,51678,335.3,2013
24921,Lynchburg,VA,51680,166.7,2013
24922,Manassas,VA,51683,132.5,2013
24923,Manassas Park,VA,51685,–,2013
24924,Martinsville,VA,51690,521.8,2013
24925,Newport News,VA,51700,79.1,2013
24926,Norfolk,VA,51710,73.2,2013
24927,Norton,VA,51720,578.1,2013
24928,Petersburg,VA,51730,159.7,2013
24929,Poquoson,VA,51735,105.8,2013
24930,Portsmouth,VA,51740,121.6,2013
24931,Radford,VA,51750,140.8,2013
24932,Richmond City,VA,51760,72.6,2013
24933,Roanoke City,VA,51770,131.3,2013
24934,Salem,VA,51775,247.5,2013
24935,Staunton,VA,51790,233.1,2013
24936,Suffolk,VA,51800,92.4,2013
24937,Virginia Beach,VA,51810,69.6,2013
24938,Waynesboro,VA,51820,270.1,2013
24939,Williamsburg,VA,51830,–,2013
24940,Winchester,VA,51840,208.5,2013
27950,Accomack,VA,51001,70.5,2014
27951,Albemarle,VA,51003,65,2014
27952,Alleghany,VA,51005,90.4,2014
27953,Amelia,VA,51007,54.2,2014
27954,Amherst,VA,51009,90.4,2014
27955,Appomattox,VA,51011,146.2,2014
27956,Arlington,VA,51013,28,2014
27957,Augusta,VA,51015,33.3,2014
27958,Bath,VA,51017,8.7,2014
27959,Bedford,VA,51019,50,2014
27960,Bland,VA,51021,71.1,2014
27961,Botetourt,VA,51023,46.3,2014
27962,Brunswick,VA,51025,29,2014
27963,Buchanan,VA,51027,84.7,2014
27964,Buckingham,VA,51029,2.7,2014
27965,Campbell,VA,51031,38,2014
27966,Caroline,VA,51033,19.9,2014
27967,Carroll,VA,51035,44.7,2014
27968,Charles City,VA,51036,–,2014
27969,Charlotte,VA,51037,43.9,2014
27970,Chesterfield,VA,51041,77.9,2014
27971,Clarke,VA,51043,21.6,2014
27972,Craig,VA,51045,8.4,2014
27973,Culpeper,VA,51047,79.3,2014
27974,Cumberland,VA,51049,35.5,2014
27975,Dickenson,VA,51051,157.3,2014
27976,Dinwiddie,VA,51053,5.5,2014
27977,Essex,VA,51057,123.3,2014
27978,Fairfax,VA,51059,33.7,2014
27979,Fauquier,VA,51061,81.6,2014
27980,Floyd,VA,51063,65,2014
27981,Fluvanna,VA,51065,38,2014
27982,Franklin,VA,51067,96.2,2014
27983,Frederick,VA,51069,62.9,2014
27984,Giles,VA,51071,149.5,2014
27985,Gloucester,VA,51073,128.1,2014
27986,Goochland,VA,51075,16.4,2014
27987,Grayson,VA,51077,28.3,2014
27988,Greene,VA,51079,88.8,2014
27989,Greensville,VA,51081,–,2014
27990,Halifax,VA,51083,75.9,2014
27991,Hanover,VA,51085,102,2014
27992,Henrico,VA,51087,81,2014
27993,Henry,VA,51089,101.1,2014
27994,Highland,VA,51091,–,2014
27995,Isle Of Wight,VA,51093,67.3,2014
27996,James City,VA,51095,112.7,2014
27997,King And Queen,VA,51097,–,2014
27998,King George,VA,51099,54.5,2014
27999,King William,VA,51101,47.4,2014
28000,Lancaster,VA,51103,187.1,2014
28001,Lee,VA,51105,129.3,2014
28002,Loudoun,VA,51107,40.9,2014
28003,Louisa,VA,51109,58.9,2014
28004,Lunenburg,VA,51111,4.3,2014
28005,Madison,VA,51113,–,2014
28006,Mathews,VA,51115,63.4,2014
28007,Mecklenburg,VA,51117,115.3,2014
28008,Middlesex,VA,51119,5.4,2014
28009,Montgomery,VA,51121,72.5,2014
28010,Nelson,VA,51125,27.4,2014
28011,New Kent,VA,51127,68.8,2014
28012,Northampton,VA,51131,115.5,2014
28013,Northumberland,VA,51133,37.3,2014
28014,Nottoway,VA,51135,88.6,2014
28015,Orange,VA,51137,105.3,2014
28016,Page,VA,51139,102.9,2014
28017,Patrick,VA,51141,85.1,2014
28018,Pittsylvania,VA,51143,22.8,2014
28019,Powhatan,VA,51145,55.5,2014
28020,Prince Edward,VA,51147,113.6,2014
28021,Prince George,VA,51149,0.6,2014
28022,Prince William,VA,51153,44,2014
28023,Pulaski,VA,51155,142.6,2014
28024,Rappahannock,VA,51157,–,2014
28025,Richmond,VA,51159,45.5,2014
28026,Roanoke,VA,51161,98.6,2014
28027,Rockbridge,VA,51163,–,2014
28028,Rockingham,VA,51165,34.8,2014
28029,Russell,VA,51167,138.3,2014
28030,Scott,VA,51169,169.4,2014
28031,Shenandoah,VA,51171,84.4,2014
28032,Smyth,VA,51173,151.7,2014
28033,Southampton,VA,51175,3.5,2014
28034,Spotsylvania,VA,51177,83.2,2014
28035,Stafford,VA,51179,57.9,2014
28036,Surry,VA,51181,–,2014
28037,Sussex,VA,51183,27.1,2014
28038,Tazewell,VA,51185,231.1,2014
28039,Warren,VA,51187,99.6,2014
28040,Washington,VA,51191,127.5,2014
28041,Westmoreland,VA,51193,52.4,2014
28042,Wise,VA,51195,235.7,2014
28043,Wythe,VA,51197,122.5,2014
28044,York,VA,51199,57.7,2014
28045,Alexandria,VA,51510,38.3,2014
28046,Bedford City,VA,51515,–,2014
28047,Bristol,VA,51520,190.8,2014
28048,Buena Vista,VA,51530,85.1,2014
28049,Charlottesville,VA,51540,77.2,2014
28050,Chesapeake,VA,51550,74.8,2014
28051,Colonial Heights,VA,51570,277.3,2014
28052,Covington,VA,51580,287.6,2014
28053,Danville,VA,51590,199.1,2014
28054,Emporia,VA,51595,315.5,2014
28055,Fairfax City,VA,51600,88.7,2014
28056,Falls Church,VA,51610,81.5,2014
28057,Franklin City,VA,51620,294.5,2014
28058,Fredericksburg,VA,51630,165.2,2014
28059,Galax,VA,51640,460.3,2014
28060,Hampton,VA,51650,90.9,2014
28061,Harrisonburg,VA,51660,143.3,2014
28062,Hopewell,VA,51670,131.4,2014
28063,Lexington,VA,51678,325.7,2014
28064,Lynchburg,VA,51680,154.2,2014
28065,Manassas,VA,51683,123.9,2014
28066,Manassas Park,VA,51685,–,2014
28067,Martinsville,VA,51690,532.5,2014
28068,Newport News,VA,51700,73.5,2014
28069,Norfolk,VA,51710,74.1,2014
28070,Norton,VA,51720,563.3,2014
28071,Petersburg,VA,51730,167.4,2014
28072,Poquoson,VA,51735,102.6,2014
28073,Portsmouth,VA,51740,120.6,2014
28074,Radford,VA,51750,124.4,2014
28075,Richmond City,VA,51760,67.8,2014
28076,Roanoke City,VA,51770,122,2014
28077,Salem,VA,51775,242.5,2014
28078,Staunton,VA,51790,217.6,2014
28079,Suffolk,VA,51800,91.5,2014
28080,Virginia Beach,VA,51810,68.4,2014
28081,Waynesboro,VA,51820,262.5,2014
28082,Williamsburg,VA,51830,–,2014
28083,Winchester,VA,51840,201.6,2014
31093,Accomack,VA,51001,64.8,2015
31094,Albemarle,VA,51003,61.7,2015
31095,Alleghany,VA,51005,85.7,2015
31096,Amelia,VA,51007,52.3,2015
31097,Amherst,VA,51009,83,2015
31098,Appomattox,VA,51011,138.6,2015
31099,Arlington,VA,51013,26.1,2015
31100,Augusta,VA,51015,29.1,2015
31101,Bath,VA,51017,6.2,2015
31102,Bedford,VA,51019,46.8,2015
31103,Bland,VA,51021,81,2015
31104,Botetourt,VA,51023,41.9,2015
31105,Brunswick,VA,51025,25.6,2015
31106,Buchanan,VA,51027,88,2015
31107,Buckingham,VA,51029,2.1,2015
31108,Campbell,VA,51031,33.9,2015
31109,Caroline,VA,51033,20.6,2015
31110,Carroll,VA,51035,45.3,2015
31111,Charles City,VA,51036,–,2015
31112,Charlotte,VA,51037,43.3,2015
31113,Chesterfield,VA,51041,73.4,2015
31114,Clarke,VA,51043,27.7,2015
31115,Craig,VA,51045,6.5,2015
31116,Culpeper,VA,51047,71.5,2015
31117,Cumberland,VA,51049,33.1,2015
31118,Dickenson,VA,51051,137.5,2015
31119,Dinwiddie,VA,51053,5.6,2015
31120,Essex,VA,51057,122.9,2015
31121,Fairfax,VA,51059,32,2015
31122,Fauquier,VA,51061,76.5,2015
31123,Floyd,VA,51063,59.3,2015
31124,Fluvanna,VA,51065,36.4,2015
31125,Franklin,VA,51067,87.4,2015
31126,Frederick,VA,51069,59.9,2015
31127,Giles,VA,51071,142.6,2015
31128,Gloucester,VA,51073,119.4,2015
31129,Goochland,VA,51075,15.3,2015
31130,Grayson,VA,51077,8.7,2015
31131,Greene,VA,51079,83.1,2015
31132,Greensville,VA,51081,–,2015
31133,Halifax,VA,51083,87.8,2015
31134,Hanover,VA,51085,96,2015
31135,Henrico,VA,51087,75.3,2015
31136,Henry,VA,51089,86.9,2015
31137,Highland,VA,51091,–,2015
31138,Isle Of Wight,VA,51093,67.8,2015
31139,James City,VA,51095,106.1,2015
31140,King And Queen,VA,51097,–,2015
31141,King George,VA,51099,53.5,2015
31142,King William,VA,51101,42.3,2015
31143,Lancaster,VA,51103,183.2,2015
31144,Lee,VA,51105,112.3,2015
31145,Loudoun,VA,51107,38.3,2015
31146,Louisa,VA,51109,53.2,2015
31147,Lunenburg,VA,51111,3,2015
31148,Madison,VA,51113,–,2015
31149,Mathews,VA,51115,60.2,2015
31150,Mecklenburg,VA,51117,112,2015
31151,Middlesex,VA,51119,4.5,2015
31152,Montgomery,VA,51121,66,2015
31153,Nelson,VA,51125,26.7,2015
31154,New Kent,VA,51127,61.6,2015
31155,Northampton,VA,51131,112.7,2015
31156,Northumberland,VA,51133,34.9,2015
31157,Nottoway,VA,51135,64.3,2015
31158,Orange,VA,51137,96.6,2015
31159,Page,VA,51139,99.4,2015
31160,Patrick,VA,51141,78.1,2015
31161,Pittsylvania,VA,51143,24.4,2015
31162,Powhatan,VA,51145,51.3,2015
31163,Prince Edward,VA,51147,105.2,2015
31164,Prince George,VA,51149,–,2015
31165,Prince William,VA,51153,40.6,2015
31166,Pulaski,VA,51155,135.6,2015
31167,Rappahannock,VA,51157,–,2015
31168,Richmond,VA,51159,43.5,2015
31169,Roanoke,VA,51161,91.1,2015
31170,Rockbridge,VA,51163,–,2015
31171,Rockingham,VA,51165,32.6,2015
31172,Russell,VA,51167,117.6,2015
31173,Scott,VA,51169,161.9,2015
31174,Shenandoah,VA,51171,74.7,2015
31175,Smyth,VA,51173,139.7,2015
31176,Southampton,VA,51175,2.9,2015
31177,Spotsylvania,VA,51177,75.4,2015
31178,Stafford,VA,51179,53.5,2015
31179,Surry,VA,51181,–,2015
31180,Sussex,VA,51183,24.6,2015
31181,Tazewell,VA,51185,200.5,2015
31182,Warren,VA,51187,92.4,2015
31183,Washington,VA,51191,116.1,2015
31184,Westmoreland,VA,51193,45.7,2015
31185,Wise,VA,51195,214.1,2015
31186,Wythe,VA,51197,120.5,2015
31187,York,VA,51199,50.6,2015
31188,Alexandria,VA,51510,35.9,2015
31189,Bedford City,VA,51515,–,2015
31190,Bristol,VA,51520,186,2015
31191,Buena Vista,VA,51530,71.9,2015
31192,Charlottesville,VA,51540,69.2,2015
31193,Chesapeake,VA,51550,68.4,2015
31194,Colonial Heights,VA,51570,243,2015
31195,Covington,VA,51580,256.4,2015
31196,Danville,VA,51590,188.6,2015
31197,Emporia,VA,51595,300.6,2015
31198,Fairfax City,VA,51600,81.4,2015
31199,Falls Church,VA,51610,64.1,2015
31200,Franklin City,VA,51620,271.8,2015
31201,Fredericksburg,VA,51630,175.9,2015
31202,Galax,VA,51640,431.1,2015
31203,Hampton,VA,51650,86.9,2015
31204,Harrisonburg,VA,51660,133.7,2015
31205,Hopewell,VA,51670,115.6,2015
31206,Lexington,VA,51678,269,2015
31207,Lynchburg,VA,51680,137.6,2015
31208,Manassas,VA,51683,117.1,2015
31209,Manassas Park,VA,51685,–,2015
31210,Martinsville,VA,51690,444.4,2015
31211,Newport News,VA,51700,69.1,2015
31212,Norfolk,VA,51710,70.8,2015
31213,Norton,VA,51720,504.9,2015
31214,Petersburg,VA,51730,157.5,2015
31215,Poquoson,VA,51735,93.7,2015
31216,Portsmouth,VA,51740,114.5,2015
31217,Radford,VA,51750,108.3,2015
31218,Richmond City,VA,51760,59.4,2015
31219,Roanoke City,VA,51770,108.3,2015
31220,Salem,VA,51775,220.7,2015
31221,Staunton,VA,51790,190.1,2015
31222,Suffolk,VA,51800,90,2015
31223,Virginia Beach,VA,51810,65.1,2015
31224,Waynesboro,VA,51820,232.1,2015
31225,Williamsburg,VA,51830,–,2015
31226,Winchester,VA,51840,189.9,2015
34236,Accomack,VA,51001,60.7,2016
34237,Albemarle,VA,51003,59.1,2016
34238,Alleghany,VA,51005,86.8,2016
34239,Amelia,VA,51007,48.1,2016
34240,Amherst,VA,51009,75,2016
34241,Appomattox,VA,51011,125,2016
34242,Arlington,VA,51013,24.4,2016
34243,Augusta,VA,51015,19.7,2016
34244,Bath,VA,51017,1.4,2016
34245,Bedford,VA,51019,44.9,2016
34246,Bland,VA,51021,66.8,2016
34247,Botetourt,VA,51023,39.6,2016
34248,Brunswick,VA,51025,23.9,2016
34249,Buchanan,VA,51027,131,2016
34250,Buckingham,VA,51029,2.1,2016
34251,Campbell,VA,51031,43,2016
34252,Caroline,VA,51033,35.3,2016
34253,Carroll,VA,51035,44.9,2016
34254,Charles City,VA,51036,–,2016
34255,Charlotte,VA,51037,38.9,2016
34256,Chesterfield,VA,51041,67.8,2016
34257,Clarke,VA,51043,28.5,2016
34258,Craig,VA,51045,5.2,2016
34259,Culpeper,VA,51047,65.5,2016
34260,Cumberland,VA,51049,29.3,2016
34261,Dickenson,VA,51051,185.1,2016
34262,Dinwiddie,VA,51053,5.1,2016
34263,Essex,VA,51057,109.5,2016
34264,Fairfax,VA,51059,29.7,2016
34265,Fauquier,VA,51061,72.2,2016
34266,Floyd,VA,51063,50,2016
34267,Fluvanna,VA,51065,31.4,2016
34268,Franklin,VA,51067,80.1,2016
34269,Frederick,VA,51069,58.2,2016
34270,Giles,VA,51071,119.8,2016
34271,Gloucester,VA,51073,107.5,2016
34272,Goochland,VA,51075,14.8,2016
34273,Grayson,VA,51077,25,2016
34274,Greene,VA,51079,77.8,2016
34275,Greensville,VA,51081,–,2016
34276,Halifax,VA,51083,81.3,2016
34277,Hanover,VA,51085,90.2,2016
34278,Henrico,VA,51087,68.2,2016
34279,Henry,VA,51089,73.4,2016
34280,Highland,VA,51091,–,2016
34281,Isle Of Wight,VA,51093,74.1,2016
34282,James City,VA,51095,96.2,2016
34283,King And Queen,VA,51097,–,2016
34284,King George,VA,51099,54.6,2016
34285,King William,VA,51101,40.3,2016
34286,Lancaster,VA,51103,156.9,2016
34287,Lee,VA,51105,149.5,2016
34288,Loudoun,VA,51107,36.8,2016
34289,Louisa,VA,51109,49.8,2016
34290,Lunenburg,VA,51111,1.6,2016
34291,Madison,VA,51113,–,2016
34292,Mathews,VA,51115,55.2,2016
34293,Mecklenburg,VA,51117,105.7,2016
34294,Middlesex,VA,51119,3.1,2016
34295,Montgomery,VA,51121,61.6,2016
34296,Nelson,VA,51125,21.9,2016
34297,New Kent,VA,51127,58.7,2016
34298,Northampton,VA,51131,113.8,2016
34299,Northumberland,VA,51133,30.7,2016
34300,Nottoway,VA,51135,77.3,2016
34301,Orange,VA,51137,91,2016
34302,Page,VA,51139,86,2016
34303,Patrick,VA,51141,69.2,2016
34304,Pittsylvania,VA,51143,22.3,2016
34305,Powhatan,VA,51145,45.8,2016
34306,Prince Edward,VA,51147,99.5,2016
34307,Prince George,VA,51149,–,2016
34308,Prince William,VA,51153,38.5,2016
34309,Pulaski,VA,51155,134.1,2016
34310,Rappahannock,VA,51157,–,2016
34311,Richmond,VA,51159,44,2016
34312,Roanoke,VA,51161,84.4,2016
34313,Rockbridge,VA,51163,–,2016
34314,Rockingham,VA,51165,30.3,2016
34315,Russell,VA,51167,111.7,2016
34316,Scott,VA,51169,153.7,2016
34317,Shenandoah,VA,51171,69,2016
34318,Smyth,VA,51173,131.3,2016
34319,Southampton,VA,51175,0,2016
34320,Spotsylvania,VA,51177,66.4,2016
34321,Stafford,VA,51179,49.1,2016
34322,Surry,VA,51181,–,2016
34323,Sussex,VA,51183,22,2016
34324,Tazewell,VA,51185,179.3,2016
34325,Warren,VA,51187,87.6,2016
34326,Washington,VA,51191,105,2016
34327,Westmoreland,VA,51193,43,2016
34328,Wise,VA,51195,194.5,2016
34329,Wythe,VA,51197,109.5,2016
34330,York,VA,51199,47,2016
34331,Alexandria,VA,51510,33,2016
34332,Bedford City,VA,51515,–,2016
34333,Bristol,VA,51520,174.2,2016
34334,Buena Vista,VA,51530,85.2,2016
34335,Charlottesville,VA,51540,52.8,2016
34336,Chesapeake,VA,51550,65.5,2016
34337,Colonial Heights,VA,51570,222.2,2016
34338,Covington,VA,51580,235.3,2016
34339,Danville,VA,51590,179.2,2016
34340,Emporia,VA,51595,283.1,2016
34341,Fairfax City,VA,51600,78.8,2016
34342,Falls Church,VA,51610,57.1,2016
34343,Franklin City,VA,51620,268.2,2016
34344,Fredericksburg,VA,51630,166.3,2016
34345,Galax,VA,51640,394.4,2016
34346,Hampton,VA,51650,76.8,2016
34347,Harrisonburg,VA,51660,124.7,2016
34348,Hopewell,VA,51670,151.7,2016
34349,Lexington,VA,51678,237,2016
34350,Lynchburg,VA,51680,116.7,2016
34351,Manassas,VA,51683,109.7,2016
34352,Manassas Park,VA,51685,–,2016
34353,Martinsville,VA,51690,399.9,2016
34354,Newport News,VA,51700,62.8,2016
34355,Norfolk,VA,51710,64.8,2016
34356,Norton,VA,51720,470.3,2016
34357,Petersburg,VA,51730,152.2,2016
34358,Poquoson,VA,51735,80.6,2016
34359,Portsmouth,VA,51740,102.4,2016
34360,Radford,VA,51750,97.8,2016
34361,Richmond City,VA,51760,53.2,2016
34362,Roanoke City,VA,51770,102.1,2016
34363,Salem,VA,51775,206,2016
34364,Staunton,VA,51790,175,2016
34365,Suffolk,VA,51800,85.4,2016
34366,Virginia Beach,VA,51810,61,2016
34367,Waynesboro,VA,51820,202.9,2016
34368,Williamsburg,VA,51830,–,2016
34369,Winchester,VA,51840,175,2016
37205,Accomack,VA,51001,51,2017
37206,Albemarle,VA,51003,48.3,2017
37207,Alleghany,VA,51005,70.2,2017
37208,Amelia,VA,51007,36.8,2017
37209,Amherst,VA,51009,62.7,2017
37210,Appomattox,VA,51011,97.8,2017
37211,Arlington,VA,51013,20.5,2017
37212,Augusta,VA,51015,15.8,2017
37213,Bath,VA,51017,1.2,2017
37214,Bedford,VA,51019,38.3,2017
37215,Bland,VA,51021,54.5,2017
37216,Botetourt,VA,51023,35.3,2017
37217,Brunswick,VA,51025,17.3,2017
37218,Buchanan,VA,51027,138.6,2017
37219,Buckingham,VA,51029,1.8,2017
37220,Campbell,VA,51031,33.6,2017
37221,Caroline,VA,51033,32.2,2017
37222,Carroll,VA,51035,36.8,2017
37223,Charlotte,VA,51037,31.5,2017
37224,Chesterfield,VA,51041,56.2,2017
37225,Clarke,VA,51043,28.1,2017
37226,Craig,VA,51045,6.1,2017
37227,Culpeper,VA,51047,53.3,2017
37228,Cumberland,VA,51049,21.7,2017
37229,Dickenson,VA,51051,154.7,2017
37230,Dinwiddie,VA,51053,3.8,2017
37231,Essex,VA,51057,87.8,2017
37232,Fairfax,VA,51059,25.3,2017
37233,Fauquier,VA,51061,62.3,2017
37234,Floyd,VA,51063,34.8,2017
37235,Fluvanna,VA,51065,27,2017
37236,Franklin,VA,51067,68.4,2017
37237,Frederick,VA,51069,50.7,2017
37238,Giles,VA,51071,101.9,2017
37239,Gloucester,VA,51073,88.8,2017
37240,Goochland,VA,51075,10.7,2017
37241,Grayson,VA,51077,20.1,2017
37242,Greene,VA,51079,66,2017
37243,Halifax,VA,51083,71,2017
37244,Hanover,VA,51085,73.8,2017
37245,Henrico,VA,51087,56.5,2017
37246,Henry,VA,51089,63.7,2017
37247,Isle Of Wight,VA,51093,64.5,2017
37248,James City,VA,51095,80.7,2017
37249,King George,VA,51099,44.7,2017
37250,King William,VA,51101,29.6,2017
37251,Lancaster,VA,51103,125.4,2017
37252,Lee,VA,51105,132.2,2017
37253,Loudoun,VA,51107,31.6,2017
37254,Louisa,VA,51109,42.2,2017
37255,Lunenburg,VA,51111,1.2,2017
37256,Mathews,VA,51115,49.9,2017
37257,Mecklenburg,VA,51117,83.9,2017
37258,Middlesex,VA,51119,3.1,2017
37259,Montgomery,VA,51121,53.9,2017
37260,Nelson,VA,51125,18,2017
37261,New Kent,VA,51127,44.5,2017
37262,Northampton,VA,51131,95.6,2017
37263,Northumberland,VA,51133,23.7,2017
37264,Nottoway,VA,51135,66.6,2017
37265,Orange,VA,51137,74.4,2017
37266,Page,VA,51139,76.9,2017
37267,Patrick,VA,51141,62,2017
37268,Pittsylvania,VA,51143,16.7,2017
37269,Powhatan,VA,51145,41.9,2017
37270,Prince Edward,VA,51147,83.5,2017
37271,Prince William,VA,51153,32.6,2017
37272,Pulaski,VA,51155,113.6,2017
37273,Richmond,VA,51159,35.5,2017
37274,Roanoke,VA,51161,75,2017
37275,Rockbridge,VA,51163,0.1,2017
37276,Rockingham,VA,51165,27.9,2017
37277,Russell,VA,51167,105.8,2017
37278,Scott,VA,51169,139,2017
37279,Shenandoah,VA,51171,53.2,2017
37280,Smyth,VA,51173,104.9,2017
37281,Spotsylvania,VA,51177,55.3,2017
37282,Stafford,VA,51179,41.5,2017
37283,Sussex,VA,51183,14.1,2017
37284,Tazewell,VA,51185,158.1,2017
37285,Warren,VA,51187,78.1,2017
37286,Washington,VA,51191,88.3,2017
37287,Westmoreland,VA,51193,34.7,2017
37288,Wise,VA,51195,164,2017
37289,Wythe,VA,51197,94,2017
37290,York,VA,51199,40,2017
37291,Alexandria City,VA,51510,27.6,2017
37292,Bristol City,VA,51520,162.2,2017
37293,Buena Vista City,VA,51530,81.9,2017
37294,Charlottesville City,VA,51540,45.1,2017
37295,Chesapeake City,VA,51550,55.1,2017
37296,Colonial Heights City,VA,51570,181.3,2017
37297,Covington City,VA,51580,222.4,2017
37298,Danville City,VA,51590,162.2,2017
37299,Emporia City,VA,51595,222.1,2017
37300,Fairfax City,VA,51600,69.4,2017
37301,Falls Church City,VA,51610,51.6,2017
37302,Franklin City,VA,51620,234.5,2017
37303,Fredericksburg City,VA,51630,136.9,2017
37304,Galax City,VA,51640,357.5,2017
37305,Hampton City,VA,51650,60.8,2017
37306,Harrisonburg City,VA,51660,107.3,2017
37307,Hopewell City,VA,51670,149.4,2017
37308,Lexington City,VA,51678,215.4,2017
37309,Lynchburg City,VA,51680,93.5,2017
37310,Manassas City,VA,51683,89.4,2017
37311,Martinsville City,VA,51690,346.6,2017
37312,Newport News City,VA,51700,50.4,2017
37313,Norfolk City,VA,51710,54,2017
37314,Norton City,VA,51720,402,2017
37315,Petersburg City,VA,51730,129.4,2017
37316,Poquoson City,VA,51735,65.4,2017
37317,Portsmouth City,VA,51740,83.7,2017
37318,Radford City,VA,51750,84.7,2017
37319,Richmond City,VA,51760,41.5,2017
37320,Roanoke City,VA,51770,87.9,2017
37321,Salem City,VA,51775,181.1,2017
37322,Staunton City,VA,51790,144.8,2017
37323,Suffolk City,VA,51800,75.1,2017
37324,Virginia Beach City,VA,51810,52.2,2017
37325,Waynesboro City,VA,51820,170.4,2017
37326,Winchester City,VA,51840,137.3,2017
40091,Accomack,VA,51001,33.9,2018
40092,Albemarle,VA,51003,40.3,2018
40093,Alexandria City,VA,51510,24.1,2018
40094,Alleghany,VA,51005,66.3,2018
40095,Amelia,VA,51007,29.8,2018
40096,Amherst,VA,51009,56.8,2018
40097,Appomattox,VA,51011,86,2018
40098,Arlington,VA,51013,18.1,2018
40099,Augusta,VA,51015,11.9,2018
40100,Bedford,VA,51019,32.8,2018
40101,Bland,VA,51021,42.9,2018
40102,Botetourt,VA,51023,31.5,2018
40103,Bristol City,VA,51520,148.2,2018
40104,Brunswick,VA,51025,12.6,2018
40105,Buchanan,VA,51027,113.6,2018
40106,Buckingham,VA,51029,0,2018
40107,Buena Vista City,VA,51530,78.8,2018
40108,Campbell,VA,51031,28.2,2018
40109,Caroline,VA,51033,28.7,2018
40110,Carroll,VA,51035,33,2018
40111,Charlotte,VA,51037,26.2,2018
40112,Charlottesville City,VA,51540,35.3,2018
40113,Chesapeake City,VA,51550,48.1,2018
40114,Chesterfield,VA,51041,45.6,2018
40115,Clarke,VA,51043,24,2018
40116,Colonial Heights City,VA,51570,145.5,2018
40117,Covington City,VA,51580,177.8,2018
40118,Craig,VA,51045,0,2018
40119,Culpeper,VA,51047,46.5,2018
40120,Cumberland,VA,51049,18.2,2018
40121,Danville City,VA,51590,134.4,2018
40122,Dickenson,VA,51051,131.5,2018
40123,Dinwiddie,VA,51053,0.7,2018
40124,Emporia City,VA,51595,183.4,2018
40125,Essex,VA,51057,69.2,2018
40126,Fairfax,VA,51059,21.8,2018
40127,Fairfax City,VA,51600,62.4,2018
40128,Falls Church City,VA,51610,42.6,2018
40129,Fauquier,VA,51061,51.1,2018
40130,Floyd,VA,51063,27.7,2018
40131,Fluvanna,VA,51065,24.4,2018
40132,Franklin,VA,51067,59.6,2018
40133,Franklin City,VA,51620,204.6,2018
40134,Frederick,VA,51069,43.9,2018
40135,Fredericksburg City,VA,51630,106,2018
40136,Galax City,VA,51640,301.3,2018
40137,Giles,VA,51071,84.9,2018
40138,Gloucester,VA,51073,71.9,2018
40139,Goochland,VA,51075,1.3,2018
40140,Grayson,VA,51077,17.3,2018
40141,Greene,VA,51079,54.2,2018
40142,Halifax,VA,51083,57.5,2018
40143,Hampton City,VA,51650,49.7,2018
40144,Hanover,VA,51085,57.9,2018
40145,Harrisonburg City,VA,51660,87.7,2018
40146,Henrico,VA,51087,46.1,2018
40147,Henry,VA,51089,54.2,2018
40148,Hopewell City,VA,51670,136.4,2018
40149,Isle Of Wight,VA,51093,56.4,2018
40150,James City,VA,51095,69.7,2018
40151,King George,VA,51099,39.8,2018
40152,King William,VA,51101,22.8,2018
40153,Lancaster,VA,51103,98.7,2018
40154,Lee,VA,51105,112.5,2018
40155,Lexington City,VA,51678,191.3,2018
40156,Loudoun,VA,51107,27.2,2018
40157,Louisa,VA,51109,35.3,2018
40158,Lunenburg,VA,51111,0,2018
40159,Lynchburg City,VA,51680,79.1,2018
40160,Manassas City,VA,51683,79.1,2018
40161,Martinsville City,VA,51690,293.5,2018
40162,Mathews,VA,51115,45.9,2018
40163,Mecklenburg,VA,51117,69.2,2018
40164,Middlesex,VA,51119,0.1,2018
40165,Montgomery,VA,51121,46.1,2018
40166,Nelson,VA,51125,14.4,2018
40167,New Kent,VA,51127,35.7,2018
40168,Newport News City,VA,51700,40.7,2018
40169,Norfolk City,VA,51710,43.9,2018
40170,Northampton,VA,51131,92.4,2018
40171,Northumberland,VA,51133,19,2018
40172,Norton City,VA,51720,311.3,2018
40173,Nottoway,VA,51135,52.4,2018
40174,Orange,VA,51137,61.8,2018
40175,Page,VA,51139,68.5,2018
40176,Patrick,VA,51141,48.1,2018
40177,Petersburg City,VA,51730,104.9,2018
40178,Pittsylvania,VA,51143,13.7,2018
40179,Poquoson City,VA,51735,62.6,2018
40180,Portsmouth City,VA,51740,69.8,2018
40181,Powhatan,VA,51145,37.9,2018
40182,Prince Edward,VA,51147,72.2,2018
40183,Prince William,VA,51153,28.3,2018
40184,Pulaski,VA,51155,97.3,2018
